accession,genus,organism,length,gc,n_frac,verdict,reason
NZ_AP022048.1,Escherichia,Escherichia coli,3372,0.5513,0.000000,reject,F6_dup_sequence
NZ_AP022047.1,Escherichia,Escherichia coli,5167,0.4751,0.000000,reject,F6_dup_sequence
NZ_AP022046.1,Escherichia,Escherichia coli,5210,0.4854,0.000000,keep,
NZ_AP022045.1,Escherichia,Escherichia coli,148598,0.5126,0.000000,keep,
NZ_AP022104.1,Escherichia,Escherichia coli,2088,0.4717,0.000000,reject,F6_dup_sequence
NZ_AP022103.1,Escherichia,Escherichia coli,2188,0.4095,0.000000,keep,
NZ_AP022102.1,Escherichia,Escherichia coli,3855,0.4667,0.000000,keep,
NZ_AP022101.1,Escherichia,Escherichia coli,4063,0.5142,0.000000,keep,
NZ_AP022100.1,Escherichia,Escherichia coli,5167,0.4753,0.000000,reject,F6_dup_sequence
NZ_AP022099.1,Escherichia,Escherichia coli,5344,0.4848,0.000000,keep,
NZ_AP022182.1,Escherichia,Escherichia coli,4074,0.4951,0.000000,keep,
NZ_AP022181.1,Escherichia,Escherichia coli,4491,0.4235,0.000000,keep,
NZ_AP022180.1,Escherichia,Escherichia coli,5166,0.4752,0.000000,keep,
NZ_AP022179.1,Escherichia,Escherichia coli,94173,0.4590,0.000000,keep,
NZ_AP022178.1,Escherichia,Escherichia coli,123262,0.5248,0.000000,keep,
NZ_AP021934.1,Escherichia,Escherichia coli,105973,0.5033,0.000000,keep,
NZ_AP022097.1,Escherichia,Escherichia coli,93398,0.4996,0.000000,keep,
NZ_AP022096.1,Escherichia,Escherichia coli,158292,0.5009,0.000000,keep,
NZ_AP022160.1,Escherichia,Escherichia coli,94990,0.5020,0.000000,keep,
NZ_AP022068.1,Escherichia,Escherichia coli,4087,0.4982,0.000000,keep,
NZ_AP022067.1,Escherichia,Escherichia coli,5167,0.4751,0.000000,keep,
NZ_AP022066.1,Escherichia,Escherichia coli,95805,0.4936,0.000000,keep,
NZ_AP022065.1,Escherichia,Escherichia coli,134864,0.5188,0.000000,keep,
NZ_AP022125.1,Escherichia,Escherichia coli,2997,0.4521,0.000000,keep,
NZ_AP022124.1,Escherichia,Escherichia coli,4062,0.5140,0.000000,reject,F6_dup_sequence
NZ_AP022123.1,Escherichia,Escherichia coli,7233,0.4717,0.000000,keep,
NZ_AP022122.1,Escherichia,Escherichia coli,89476,0.5000,0.000000,keep,
NZ_AP022121.1,Escherichia,Escherichia coli,158291,0.5009,0.000000,keep,
NZ_AP021968.1,Escherichia,Escherichia coli,2113,0.4714,0.000000,keep,
NZ_AP021967.1,Escherichia,Escherichia coli,4072,0.5147,0.000000,keep,
NZ_AP021966.1,Escherichia,Escherichia coli,5167,0.4751,0.000000,reject,F6_dup_sequence
NZ_AP021965.1,Escherichia,Escherichia coli,47584,0.4083,0.000000,keep,
NZ_AP021964.1,Escherichia,Escherichia coli,105095,0.5217,0.000000,keep,
NZ_AP021913.1,Klebsiella,Klebsiella pneumoniae,4163,0.4578,0.000000,keep,
NZ_AP021912.1,Klebsiella,Klebsiella pneumoniae,4572,0.4460,0.000000,keep,
NZ_AP021911.1,Klebsiella,Klebsiella pneumoniae,80272,0.5242,0.000000,keep,
NZ_AP021910.1,Klebsiella,Klebsiella pneumoniae,139376,0.5083,0.000000,keep,
NZ_AP021949.1,Escherichia,Escherichia coli,4073,0.5146,0.000000,keep,
NZ_AP021948.1,Escherichia,Escherichia coli,91630,0.5007,0.000000,keep,
NZ_AP021947.1,Escherichia,Escherichia coli,210712,0.4980,0.000000,keep,
NZ_AP021945.1,Escherichia,Escherichia coli,103781,0.4993,0.000000,keep,
NZ_AP022037.1,Escherichia,Escherichia coli,88528,0.4971,0.000000,keep,
NZ_AP022106.1,Escherichia,Escherichia coli,130869,0.5125,0.000000,keep,
NZ_AP022002.1,Escherichia,Escherichia coli,4087,0.4984,0.000000,reject,F6_dup_sequence
NZ_AP022001.1,Escherichia,Escherichia coli,5167,0.4751,0.000000,reject,F6_dup_sequence
NZ_AP022000.1,Escherichia,Escherichia coli,6669,0.4858,0.000000,keep,
NZ_AP021999.1,Escherichia,Escherichia coli,105864,0.5182,0.000000,keep,
NZ_AP021916.1,Escherichia,Escherichia coli,87852,0.4996,0.000000,keep,
NZ_AP021915.1,Escherichia,Escherichia coli,158754,0.4998,0.000000,keep,
NZ_AP023050.1,Alistipes,Alistipes indistinctus,82848,0.4774,0.000000,keep,
NZ_CP040529.1,Bacteroides,Bacteroides thetaiotaomicron,33036,0.4724,0.000000,keep,
NZ_CP059857.1,Bacteroides,Bacteroides zhangwenhongii,76094,0.4402,0.000000,keep,
NZ_CP059792.1,Enterococcus,Enterococcus faecium,2056,0.3774,0.000000,keep,
NZ_CP059791.1,Enterococcus,Enterococcus faecium,3846,0.3898,0.000000,keep,
NZ_CP059790.1,Enterococcus,Enterococcus faecium,4465,0.3207,0.000000,keep,
NZ_CP059789.1,Enterococcus,Enterococcus faecium,6173,0.3553,0.000000,reject,F6_dup_sequence
NZ_CP059788.1,Enterococcus,Enterococcus faecium,8209,0.3622,0.000000,keep,
NZ_CP059787.1,Enterococcus,Enterococcus faecium,16666,0.3385,0.000000,keep,
NZ_CP059786.1,Enterococcus,Enterococcus faecium,39414,0.3531,0.000000,keep,
NZ_CP059785.1,Enterococcus,Enterococcus faecium,130516,0.3423,0.000000,keep,
NZ_CP059771.1,Enterococcus,Enterococcus faecium,2419,0.3419,0.000000,keep,
NZ_CP059770.1,Enterococcus,Enterococcus faecium,4464,0.3188,0.000000,keep,
NZ_CP059769.1,Enterococcus,Enterococcus faecium,5201,0.3215,0.000000,keep,
NZ_CP059768.1,Enterococcus,Enterococcus faecium,9934,0.3233,0.000000,keep,
NZ_CP059767.1,Enterococcus,Enterococcus faecium,28402,0.3525,0.000000,keep,
NZ_CP059766.1,Enterococcus,Enterococcus faecium,37121,0.3482,0.000000,keep,
NZ_CP059765.1,Enterococcus,Enterococcus faecium,294680,0.3551,0.000000,keep,
NZ_CP040629.1,Clostridium,Clostridium butyricum,8060,0.2743,0.000000,keep,
NZ_CP040628.1,Clostridium,Clostridium butyricum,6059,0.2725,0.000000,keep,
NZ_CP059805.1,Enterococcus,Enterococcus faecium,1374,0.3857,0.000000,reject,F6_dup_sequence
NZ_CP059804.1,Enterococcus,Enterococcus faecium,1935,0.3757,0.000000,reject,F6_dup_sequence
NZ_CP059803.1,Enterococcus,Enterococcus faecium,2056,0.3779,0.000000,reject,F6_dup_sequence
NZ_CP059802.1,Enterococcus,Enterococcus faecium,5212,0.3381,0.000000,reject,F6_dup_sequence
NZ_CP059801.1,Enterococcus,Enterococcus faecium,6304,0.3615,0.000000,reject,F6_dup_sequence
NZ_CP059800.1,Enterococcus,Enterococcus faecium,11638,0.3260,0.000000,reject,F6_dup_sequence
NZ_CP059799.1,Enterococcus,Enterococcus faecium,16641,0.3387,0.000000,reject,F6_dup_sequence
NZ_CP059798.1,Enterococcus,Enterococcus faecium,17300,0.3655,0.000000,reject,F6_dup_sequence
NZ_CP059797.1,Enterococcus,Enterococcus faecium,36116,0.3600,0.000000,reject,F6_dup_sequence
NZ_CP059796.1,Enterococcus,Enterococcus faecium,43862,0.3621,0.000000,reject,F6_dup_sequence
NZ_CP059795.1,Enterococcus,Enterococcus faecium,44920,0.2502,0.000000,reject,F6_dup_sequence
NZ_CP059794.1,Enterococcus,Enterococcus faecium,227172,0.3520,0.000000,reject,F6_dup_sequence
NZ_CP059815.1,Enterococcus,Enterococcus faecium,2056,0.3774,0.000000,keep,
NZ_CP059814.1,Enterococcus,Enterococcus faecium,3846,0.3898,0.000000,keep,
NZ_CP059813.1,Enterococcus,Enterococcus faecium,4065,0.3656,0.000000,keep,
NZ_CP059812.1,Enterococcus,Enterococcus faecium,4148,0.3662,0.000000,keep,
NZ_CP059811.1,Enterococcus,Enterococcus faecium,4465,0.3207,0.000000,keep,
NZ_CP059810.1,Enterococcus,Enterococcus faecium,6173,0.3553,0.000000,reject,F6_dup_sequence
NZ_CP059809.1,Enterococcus,Enterococcus faecium,16666,0.3385,0.000000,reject,F6_dup_sequence
NZ_CP059808.1,Enterococcus,Enterococcus faecium,39407,0.3530,0.000000,keep,
NZ_CP059807.1,Enterococcus,Enterococcus faecium,122126,0.3427,0.000000,keep,
NZ_CP059763.1,Enterococcus,Enterococcus faecium,1980,0.3869,0.000000,keep,
NZ_CP059762.1,Enterococcus,Enterococcus faecium,2056,0.3774,0.000000,keep,
NZ_CP059761.1,Enterococcus,Enterococcus faecium,4372,0.3618,0.000000,keep,
NZ_CP059760.1,Enterococcus,Enterococcus faecium,6188,0.3546,0.000000,keep,
NZ_CP059759.1,Enterococcus,Enterococcus faecium,35478,0.3536,0.000000,keep,
NZ_CP059758.1,Enterococcus,Enterococcus faecium,54357,0.3157,0.000000,keep,
NZ_CP059757.1,Enterococcus,Enterococcus faecium,74076,0.3435,0.000000,keep,
NZ_CP059756.1,Enterococcus,Enterococcus faecium,246466,0.3562,0.000000,keep,
NZ_CP059822.1,Enterococcus,Enterococcus faecium,2056,0.3774,0.000000,keep,
NZ_CP059821.1,Enterococcus,Enterococcus faecium,5212,0.3381,0.000000,keep,
NZ_CP059820.1,Enterococcus,Enterococcus faecium,11825,0.3262,0.000000,reject,F6_dup_sequence
NZ_CP059819.1,Enterococcus,Enterococcus faecium,24162,0.3603,0.000000,keep,
NZ_CP059818.1,Enterococcus,Enterococcus faecium,28489,0.3636,0.000000,reject,F6_dup_sequence
NZ_CP059817.1,Enterococcus,Enterococcus faecium,229798,0.3525,0.000000,keep,
NZ_CP039122.1,Lactiplantibacillus,Lactiplantibacillus plantarum,7218,0.3677,0.000000,keep,
NZ_CP059828.1,Enterococcus,Enterococcus faecium,4465,0.3207,0.000000,keep,
NZ_CP059827.1,Enterococcus,Enterococcus faecium,6173,0.3553,0.000000,reject,F6_dup_sequence
NZ_CP059826.1,Enterococcus,Enterococcus faecium,26581,0.3457,0.000000,keep,
NZ_CP059825.1,Enterococcus,Enterococcus faecium,41614,0.3539,0.000000,keep,
NZ_CP059824.1,Enterococcus,Enterococcus faecium,206393,0.3539,0.000000,keep,
CP059478.1,Acinetobacter,Acinetobacter baumannii,108715,0.3961,0.000000,keep,
CP059946.1,Escherichia,Escherichia coli,110330,0.4643,0.000000,keep,
CP059945.1,Escherichia,Escherichia coli,116752,0.5032,0.000000,keep,
CP059928.1,Escherichia,Escherichia coli,35368,0.4150,0.000000,keep,
CP059927.1,Escherichia,Escherichia coli,122428,0.5241,0.000000,keep,
CP059926.1,Escherichia,Escherichia coli,123891,0.4971,0.000000,keep,
CP059924.1,Escherichia,Escherichia coli,107524,0.5085,0.000000,keep,
CP059923.1,Escherichia,Escherichia coli,133421,0.4964,0.000000,keep,
CP059906.1,Escherichia,Escherichia coli,110468,0.5049,0.000000,keep,
CP059905.1,Escherichia,Escherichia coli,141692,0.4939,0.000000,keep,
NZ_CP059728.1,Bartonella,Bartonella sp.,14987,0.3510,0.000000,keep,
NZ_CP059727.1,Bartonella,Bartonella sp.,18722,0.3783,0.000000,keep,
NZ_CP059726.1,Bartonella,Bartonella sp.,200943,0.3895,0.000000,keep,
NZ_CP055152.1,Adhaeribacter,Adhaeribacter radiodurans,136251,0.4001,0.000000,keep,
NZ_CP059722.1,Escherichia,Escherichia coli,218262,0.4523,0.000000,keep,
NZ_CP059721.1,Escherichia,Escherichia coli,6658,0.4859,0.000000,keep,
NZ_CP059720.1,Escherichia,Escherichia coli,1506,0.5020,0.000000,keep,
NZ_CP059719.1,Escherichia,Escherichia coli,3172,0.4685,0.000000,keep,
NZ_CP059718.1,Escherichia,Escherichia coli,73818,0.5255,0.000000,keep,
NZ_CP059717.1,Escherichia,Escherichia coli,2345,0.5173,0.000000,keep,
NZ_CP059892.1,Klebsiella,Klebsiella pneumoniae,10060,0.5506,0.000000,keep,
NZ_CP059891.1,Klebsiella,Klebsiella pneumoniae,189307,0.5293,0.000000,keep,
NZ_CP059890.1,Klebsiella,Klebsiella pneumoniae,95050,0.5302,0.000000,keep,
NZ_CP059716.1,Enterobacter,Enterobacter hormaechei,2496,0.5152,0.000000,keep,
NZ_CP059715.1,Enterobacter,Enterobacter hormaechei,45739,0.4660,0.000000,keep,
NZ_CP059714.1,Enterobacter,Enterobacter hormaechei,52787,0.5104,0.000000,keep,
NZ_CP059713.1,Enterobacter,Enterobacter hormaechei,76436,0.5496,0.000000,keep,
NZ_CP059712.1,Enterobacter,Enterobacter hormaechei,287277,0.4686,0.000000,keep,
NZ_CP059578.1,Legionella,Legionella sp.,79080,0.3523,0.000000,keep,
NZ_CP059577.1,Legionella,Legionella sp.,150431,0.3809,0.000000,keep,
NZ_CP059841.1,Escherichia,Escherichia coli,96603,0.4799,0.000000,keep,
NZ_CP059887.1,Salmonella,Salmonella enterica,277539,0.4756,0.000000,keep,
NZ_CP043577.1,Pseudomonas,Pseudomonas putida,19249,0.5354,0.000000,keep,
NZ_CP059695.1,Gordonia,Gordonia rubripertincta,159004,0.6495,0.000000,keep,
NZ_CP059403.1,Legionella,Legionella sp.,68633,0.3977,0.000000,keep,
NZ_CP059402.1,Legionella,Legionella sp.,31534,0.3920,0.000000,keep,
NZ_CP059401.1,Legionella,Legionella sp.,67880,0.4090,0.000000,keep,
NZ_CP043566.1,Stenotrophomonas,Stenotrophomonas acidaminiphila,19595,0.6377,0.000000,keep,
NZ_CP043565.1,Stenotrophomonas,Stenotrophomonas acidaminiphila,22819,0.6169,0.000000,keep,
NZ_CP043574.1,Comamonas,Comamonas testosteroni,248727,0.5433,0.000000,keep,
NZ_CP059897.1,Ciceribacter,Ciceribacter thiooxidans,1382059,0.6204,0.000000,reject,F3_chromosome_sized
NZ_CP044208.1,Vibrio,Vibrio vulnificus,65566,0.4356,0.000000,keep,
NZ_CP043569.1,Comamonas,Comamonas testosteroni,3653,0.4057,0.000000,keep,
NZ_CP059678.1,Clostridium,Clostridium botulinum,5926,0.2562,0.000000,keep,
NZ_CP044505.1,Lactiplantibacillus,Lactiplantibacillus plantarum,2271,0.3655,0.000000,keep,
NZ_CP044504.1,Lactiplantibacillus,Lactiplantibacillus plantarum,2414,0.3836,0.000000,keep,
NZ_CP044503.1,Lactiplantibacillus,Lactiplantibacillus plantarum,6352,0.3674,0.000000,keep,
NZ_CP044502.1,Lactiplantibacillus,Lactiplantibacillus plantarum,41908,0.3955,0.000000,keep,
NZ_CP044501.1,Lactiplantibacillus,Lactiplantibacillus plantarum,52070,0.3874,0.000000,keep,
NZ_CP050039.1,Escherichia,Escherichia coli,2389,0.4826,0.000000,keep,
NZ_CP050038.1,Escherichia,Escherichia coli,3525,0.4445,0.000000,keep,
NZ_CP050037.1,Escherichia,Escherichia coli,44691,0.5088,0.000000,keep,
NZ_CP059698.1,Latilactobacillus,Latilactobacillus sakei,56165,0.4111,0.000000,keep,
NZ_CP059608.1,Levilactobacillus,Levilactobacillus suantsaii,7402,0.4088,0.000000,reject,F2_not_complete
NZ_CP059607.1,Levilactobacillus,Levilactobacillus suantsaii,9353,0.3668,0.000000,reject,F2_not_complete
NZ_CP059606.1,Levilactobacillus,Levilactobacillus suantsaii,37690,0.3975,0.000000,keep,
NZ_CP059605.1,Levilactobacillus,Levilactobacillus suantsaii,42530,0.4197,0.000000,keep,
NZ_CP059604.1,Levilactobacillus,Levilactobacillus suantsaii,42774,0.3927,0.000000,keep,
NZ_CP050043.1,Escherichia,Escherichia coli,3373,0.5523,0.000000,keep,
NZ_CP050042.1,Escherichia,Escherichia coli,3646,0.4257,0.000000,keep,
NZ_CP050041.1,Escherichia,Escherichia coli,89748,0.5107,0.000000,keep,
NZ_CP059701.1,Weissella,Weissella cibaria,27178,0.3623,0.000000,keep,
NZ_CP059700.1,Weissella,Weissella cibaria,32460,0.3872,0.000000,keep,
NZ_CP050046.1,Escherichia,Escherichia coli,44690,0.5089,0.000000,keep,
NZ_CP050045.1,Escherichia,Escherichia coli,112291,0.5031,0.000000,keep,
NZ_CP050035.1,Escherichia,Escherichia coli,2389,0.4826,0.000000,keep,
NZ_CP050034.1,Escherichia,Escherichia coli,3525,0.4445,0.000000,keep,
NZ_CP050033.1,Escherichia,Escherichia coli,4608,0.4490,0.000000,keep,
NZ_CP050032.1,Escherichia,Escherichia coli,30707,0.4895,0.000000,keep,
NZ_CP059486.1,Enterobacter,Enterobacter kobei,2020,0.5342,0.000000,keep,
NZ_CP059485.1,Enterobacter,Enterobacter kobei,6127,0.5058,0.000000,keep,
NZ_CP059484.1,Enterobacter,Enterobacter kobei,150133,0.5313,0.000000,keep,
NZ_CP059483.1,Enterobacter,Enterobacter kobei,85067,0.5366,0.000000,keep,
NZ_CP059482.1,Enterobacter,Enterobacter kobei,12808,0.4692,0.000000,keep,
NZ_CP059480.1,Enterobacter,Enterobacter kobei,165722,0.5181,0.000000,keep,
NZ_CP058688.1,Escherichia,Escherichia coli,2784,0.4217,0.000000,keep,
NZ_CP058687.1,Escherichia,Escherichia coli,4742,0.4116,0.000000,keep,
NZ_CP058686.1,Escherichia,Escherichia coli,6715,0.4558,0.000000,keep,
NZ_CP058685.1,Escherichia,Escherichia coli,34196,0.3969,0.000000,keep,
NZ_CP058684.1,Escherichia,Escherichia coli,89589,0.4755,0.000000,keep,
NZ_CP058683.1,Escherichia,Escherichia coli,92578,0.4777,0.000000,keep,
NZ_CP059681.1,Mammaliicoccus,Mammaliicoccus lentus,26210,0.3194,0.000000,keep,
NZ_CP059680.1,Mammaliicoccus,Mammaliicoccus lentus,46167,0.2973,0.000000,keep,
NZ_CP059541.1,Planococcus,Planococcus maritimus,67339,0.3930,0.000000,keep,
NZ_LR861804.1,Xanthomonas,Xanthomonas euroxanthea,45241,0.6016,0.000000,keep,
NZ_CP049367.1,Companilactobacillus,Companilactobacillus pabuli,61911,0.3702,0.000000,keep,
NZ_CP059562.1,Conchiformibius,Conchiformibius steedae,79922,0.4491,0.000000,keep,
NZ_CP059561.1,Conchiformibius,Conchiformibius steedae,25740,0.4051,0.000000,keep,
NZ_CP059498.1,Bacillus,Bacillus velezensis,5826,0.5283,0.000000,keep,
NZ_CP059568.1,Kingella,Kingella oralis,16033,0.4731,0.000000,keep,
NZ_CP059496.1,Bacillus,Bacillus velezensis,5826,0.5259,0.000000,keep,
CP048874.1,Escherichia,Escherichia coli,5163,0.4749,0.000000,keep,
CP048872.1,Escherichia,Escherichia coli,5153,0.4578,0.000000,keep,
CP048871.1,Escherichia,Escherichia coli,120607,0.5119,0.000000,keep,
CP048869.1,Escherichia,Escherichia coli,65184,0.5301,0.000000,keep,
CP048868.1,Escherichia,Escherichia coli,179302,0.5164,0.000000,keep,
CP048866.1,Escherichia,Escherichia coli,137220,0.5184,0.000000,keep,
CP048864.1,Escherichia,Escherichia coli,4593,0.5047,0.000000,keep,
CP048862.1,Escherichia,Escherichia coli,1546,0.5149,0.000000,reject,F6_dup_sequence
CP048861.1,Escherichia,Escherichia coli,124387,0.5184,0.000000,keep,
CP048859.1,Escherichia,Escherichia coli,5219,0.4865,0.000000,keep,
CP048858.1,Escherichia,Escherichia coli,113819,0.5100,0.000000,keep,
CP048856.1,Escherichia,Escherichia coli,70473,0.5104,0.000000,keep,
CP048854.1,Escherichia,Escherichia coli,123784,0.4943,0.000000,keep,
NZ_CP054697.1,Nostoc,Nostoc edaphicum,264855,0.4097,0.000000,keep,
NZ_CP054696.1,Nostoc,Nostoc edaphicum,53840,0.4163,0.000000,keep,
NZ_CP054695.1,Nostoc,Nostoc edaphicum,120515,0.4132,0.000000,keep,
NZ_CP054694.1,Nostoc,Nostoc edaphicum,99098,0.4025,0.000000,keep,
NZ_CP054693.1,Nostoc,Nostoc edaphicum,44503,0.4231,0.000000,keep,
NZ_CP059397.1,Aeromonas,Aeromonas veronii,56525,0.5967,0.000000,keep,
MN423364.1,Klebsiella,Klebsiella pneumoniae,244456,0.5156,0.000000,keep,
MN423363.1,Klebsiella,Klebsiella pneumoniae,181765,0.5183,0.000000,keep,
CP058011.1,Escherichia,Escherichia coli,44810,0.5122,0.000000,keep,
CP058010.1,Escherichia,Escherichia coli,120778,0.4337,0.000000,keep,
CP058013.1,Escherichia,Escherichia coli,71233,0.5085,0.000000,reject,F6_dup_sequence
CP058018.1,Escherichia,Escherichia coli,3081,0.4609,0.000000,keep,
CP058017.1,Escherichia,Escherichia coli,35166,0.4110,0.000000,keep,
CP058016.1,Escherichia,Escherichia coli,96304,0.4988,0.000000,keep,
CP058015.1,Escherichia,Escherichia coli,100878,0.4928,0.000000,keep,
CP058030.1,Escherichia,Escherichia coli,4072,0.5142,0.000000,keep,
CP058029.1,Escherichia,Escherichia coli,4664,0.5114,0.000000,keep,
CP058028.1,Escherichia,Escherichia coli,81777,0.5089,0.000000,keep,
CP058045.1,Escherichia,Escherichia coli,1552,0.5187,0.000000,reject,F6_dup_sequence
CP058044.1,Escherichia,Escherichia coli,2460,0.4923,0.000000,keep,
CP058043.1,Escherichia,Escherichia coli,8136,0.4334,0.000000,keep,
CP058042.1,Escherichia,Escherichia coli,44007,0.4870,0.000000,reject,F6_dup_sequence
CP058041.1,Escherichia,Escherichia coli,50161,0.5132,0.000000,reject,F6_dup_sequence
CP058051.1,Escherichia,Escherichia coli,1552,0.5187,0.000000,reject,F6_dup_sequence
CP058050.1,Escherichia,Escherichia coli,2460,0.4923,0.000000,keep,
CP058049.1,Escherichia,Escherichia coli,8136,0.4334,0.000000,keep,
CP058048.1,Escherichia,Escherichia coli,44007,0.4870,0.000000,keep,
CP058047.1,Escherichia,Escherichia coli,50161,0.5132,0.000000,reject,F6_dup_sequence
CP058056.1,Escherichia,Escherichia coli,2460,0.4923,0.000000,keep,
CP058055.1,Escherichia,Escherichia coli,8136,0.4334,0.000000,reject,F6_dup_sequence
CP058054.1,Escherichia,Escherichia coli,44007,0.4870,0.000000,keep,
CP058053.1,Escherichia,Escherichia coli,50161,0.5132,0.000000,reject,F6_dup_sequence
CP058069.1,Escherichia,Escherichia coli,3173,0.4491,0.000000,keep,
CP058068.1,Escherichia,Escherichia coli,42871,0.4978,0.000000,keep,
CP058067.1,Escherichia,Escherichia coli,45556,0.4150,0.000000,keep,
CP058066.1,Escherichia,Escherichia coli,61907,0.4321,0.000000,keep,
CP058065.1,Escherichia,Escherichia coli,100803,0.4984,0.000000,keep,
CP058064.1,Escherichia,Escherichia coli,269647,0.4671,0.000000,keep,
CP058073.1,Escherichia,Escherichia coli,116772,0.5032,0.000000,keep,
CP058075.1,Escherichia,Escherichia coli,113309,0.5012,0.000000,keep,
CP058077.1,Escherichia,Escherichia coli,116772,0.5032,0.000000,reject,F6_dup_sequence
CP058079.1,Escherichia,Escherichia coli,116772,0.5032,0.000000,reject,F6_dup_sequence
CP058082.1,Escherichia,Escherichia coli,74290,0.5038,0.000000,keep,
CP058081.1,Escherichia,Escherichia coli,90645,0.4910,0.000000,keep,
CP058086.1,Escherichia,Escherichia coli,1551,0.5145,0.000000,keep,
CP058085.1,Escherichia,Escherichia coli,40213,0.4095,0.000000,keep,
CP058084.1,Escherichia,Escherichia coli,190736,0.4793,0.000000,keep,
CP058089.1,Escherichia,Escherichia coli,74290,0.5038,0.000000,reject,F6_dup_sequence
CP058088.1,Escherichia,Escherichia coli,90645,0.4910,0.000000,keep,
CP058092.1,Escherichia,Escherichia coli,74290,0.5038,0.000000,reject,F6_dup_sequence
CP058091.1,Escherichia,Escherichia coli,90645,0.4910,0.000000,keep,
CP058100.1,Escherichia,Escherichia coli,1306,0.4709,0.000000,keep,
CP058099.1,Escherichia,Escherichia coli,1551,0.5152,0.000000,reject,F6_dup_sequence
CP058098.1,Escherichia,Escherichia coli,2590,0.5367,0.000000,keep,
CP058097.1,Escherichia,Escherichia coli,5569,0.4690,0.000000,keep,
CP058096.1,Escherichia,Escherichia coli,5682,0.4215,0.000000,keep,
CP058095.1,Escherichia,Escherichia coli,6230,0.4931,0.000000,keep,
CP058094.1,Escherichia,Escherichia coli,143511,0.4794,0.000000,keep,
CP058103.1,Escherichia,Escherichia coli,74290,0.5038,0.000000,reject,F6_dup_sequence
CP058102.1,Escherichia,Escherichia coli,90645,0.4910,0.000000,reject,F6_dup_sequence
CP058111.1,Escherichia,Escherichia coli,1306,0.4709,0.000000,keep,
CP058110.1,Escherichia,Escherichia coli,1551,0.5152,0.000000,reject,F6_dup_sequence
CP058109.1,Escherichia,Escherichia coli,2590,0.5367,0.000000,keep,
CP058108.1,Escherichia,Escherichia coli,5569,0.4690,0.000000,keep,
CP058107.1,Escherichia,Escherichia coli,5682,0.4215,0.000000,reject,F6_dup_sequence
CP058106.1,Escherichia,Escherichia coli,6230,0.4931,0.000000,keep,
CP058105.1,Escherichia,Escherichia coli,143511,0.4794,0.000000,reject,F6_dup_sequence
CP048414.1,Klebsiella,Klebsiella pneumoniae,92433,0.5436,0.000000,keep,
CP048413.1,Klebsiella,Klebsiella pneumoniae,265871,0.5156,0.000000,keep,
NZ_CP059442.1,Campylobacter,Campylobacter fetus,38770,0.2862,0.000000,keep,
NZ_CP059438.1,Campylobacter,Campylobacter fetus,48693,0.2926,0.000000,keep,
NZ_CP059444.1,Campylobacter,Campylobacter fetus,26793,0.2821,0.000000,keep,
NZ_CP059446.1,Campylobacter,Campylobacter fetus,52345,0.2801,0.000000,keep,
NZ_CP059440.1,Campylobacter,Campylobacter fetus,37205,0.2883,0.000000,keep,
NZ_CP058062.1,Escherichia,Escherichia fergusonii,1552,0.5187,0.000000,reject,F6_dup_sequence
NZ_CP058061.1,Escherichia,Escherichia fergusonii,4664,0.5120,0.000000,keep,
NZ_CP058060.1,Escherichia,Escherichia fergusonii,5264,0.4565,0.000000,keep,
NZ_CP058059.1,Escherichia,Escherichia fergusonii,94718,0.4753,0.000000,keep,
NZ_CP058058.1,Escherichia,Escherichia fergusonii,116881,0.5183,0.000000,keep,
LR828265.1,Xanthomonas,Xanthomonas hortorum,29567,0.6103,0.000000,reject,F2_not_complete
LR828252.1,Xanthomonas,Xanthomonas cynarae,40232,0.6127,0.000000,reject,F2_not_complete
CP043572.1,Pseudomonas,Pseudomonas migulae,68338,0.5793,0.000000,keep,
